,Brand Name,Price (AUD),Variety,Type,Region,State,Vintage,Size (mL),Alcohol Volume (%),Standard Drinks,Organic,Vegan Friendly,Wine Body,Wine Style,Closure,Langtons Classified
4917,Hirsch Hill Estate,20.0,Chardonnay,White,Yarra Valley,Victoria,2016.0,750.0,14.0,8.3,Not specified,Not specified,Light Bodied,Not specified,Screw Cap,Not specified
4918,Mount Langi Ghiran,44.99,Riesling,White,Grampians,Victoria,2011.0,750.0,11.0,6.5,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4919,Woodvale,24.99,Riesling,White,Clare Valley,South Australia,2016.0,750.0,12.5,7.7,Not specified,Not specified,Not specified,Not specified,Screw Cap,Not specified
4920,Yering Station,119.99,Chardonnay,White,Yarra Valley,Victoria,2012.0,750.0,13.8,8.2,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
4921,Ad Hoc,13.9,Sauvignon Blanc,,,Western Australia,2013.0,750.0,,7.4,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4922,Five Stones,17.99,Sauvignon Blanc,White,,,2018.0,750.0,11.5,6.8,Not specified,Not specified,Not specified,Not specified,Screw Cap,Not specified
4924,Phi,40.99,Chardonnay,White,Yarra Valley,Victoria,2014.0,750.0,12.5,7.4,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4929,Umamu Estate,22.34,Sauvignon Blanc,,Margaret River,Western Australia,2009.0,750.0,13.0,7.7,Not specified,Not specified,Medium Bodied,Dry,Screw Cap,Not specified
4930,Lerida Estate,23.99,Chardonnay,,Canberra District,Australian Capital Territory,2017.0,750.0,13.5,8.0,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4935,Xanadu,124.99,Chardonnay,White,Margaret River,Western Australia,2011.0,750.0,13.5,8.0,Not specified,Not specified,Not specified,Not specified,Screw Cap,Not specified
4937,Xanadu,124.99,Chardonnay,White,Margaret River,Western Australia,2011.0,750.0,13.5,8.0,Not specified,Not specified,Not specified,Not specified,Screw Cap,Not specified
4943,Longview,29.99,Riesling,White,Adelaide Hills,South Australia,2013.0,375.0,11.0,6.5,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4946,Castagna,39.99,Sauvignon Blanc,White,Beechworth,Victoria,2014.0,750.0,,7.7,Not specified,Not specified,Not specified,Dry,Cork,Not specified
4947,Skillogalee,28.99,Riesling,White,Clare Valley,South Australia,2012.0,750.0,12.0,7.1,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4948,Mount Horrocks,35.99,Riesling,,Clare Valley,South Australia,2018.0,375.0,11.5,3.4,Not specified,Not specified,Not specified,Sweet,Screw Cap,Not specified
4949,Longview,29.99,Riesling,White,Adelaide Hills,South Australia,2013.0,375.0,11.0,6.5,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4951,Chartley Estate,49.99,Riesling,White,,Tasmania,2014.0,750.0,12.6,7.5,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4952,Skillogalee,28.99,Riesling,White,Clare Valley,South Australia,2012.0,750.0,12.0,7.1,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4954,Millbrook,19.95,Sauvignon Blanc,,,Western Australia,2012.0,750.0,,7.1,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4956,Cosmo Wines,22.0,Riesling,White,Yarra Valley,Victoria,2016.0,750.0,11.8,7.0,Not specified,True,Light Bodied,Dry,Screw Cap,Not specified
4958,Toolangi,26.99,Chardonnay,,Yarra Valley,Victoria,2016.0,750.0,13.5,,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
4959,Eden Hall,25.0,Riesling,White,Eden Valley,South Australia,2018.0,750.0,7.1,4.2,Not specified,True,Light Bodied,Semi Sweet,Screw Cap,Not specified
4960,Teal Lake,17.99,Chardonnay,,,,2017.0,750.0,13.5,8.0,Not specified,Not specified,Not specified,Dry,Cork,Not specified
4961,Eden Hall,25.0,Riesling,White,Eden Valley,South Australia,2018.0,750.0,7.1,4.2,Not specified,True,Light Bodied,Semi Sweet,Screw Cap,Not specified
4963,Ballandean,18.99,Sauvignon Blanc,White,Granite Belt,Queensland,2012.0,750.0,,6.9,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4964,Highroller,10.0,Chardonnay,,,,2016.0,750.0,13.7,8.1,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
4965,Warburn,8.99,Sauvignon Blanc,White,Barossa Valley,,2017.0,750.0,11.0,6.5,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4967,Wills Domain,59.99,Chardonnay,,Margaret River,Western Australia,2017.0,750.0,13.0,7.7,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4968,Woodside Park,16.67,Sauvignon Blanc,White,,,2017.0,750.0,12.5,7.4,Not specified,Not specified,Not specified,Sauvignon Blanc,Screw Cap,Not specified
4969,Scarborough,33.0,Chardonnay,White,Hunter Valley,New South Wales,2015.0,750.0,13.2,7.8,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4971,Oakridge,34.99,Chardonnay,White,,,2015.0,750.0,,7.7,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4972,Marley Farm,17.99,Pinot Gris,,Adelaide Hills,,2017.0,750.0,13.0,7.7,Not specified,Not specified,Not specified,Not specified,Screw Cap,Not specified
4973,Grosset,39.99,Riesling,White,Clare Valley,South Australia,2015.0,750.0,,7.4,True,Not specified,Light Bodied,Dry,Screw Cap,Not specified
4974,Tyrrell's,59.99,Chardonnay,White,Hunter Valley,New South Wales,2011.0,750.0,13.5,,Not specified,Not specified,Not specified,Dry,Not specified,Not specified
4975,Evans & Tate,13.9,Sauvignon Blanc,White,Margaret River,Western Australia,2015.0,750.0,,7.4,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4976,Jim Barry,44.99,Riesling,White,Clare Valley,South Australia,2015.0,750.0,,7.3,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4978,Grosset,54.99,Riesling,White,Clare Valley,South Australia,2015.0,750.0,12.7,7.5,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4979,Water Wheel,12.99,Sauvignon Blanc,White,Bendigo,Victoria,2017.0,750.0,11.5,6.8,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4981,Evans & Tate,13.9,Chardonnay,White,Margaret River,Western Australia,2016.0,750.0,,7.7,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4984,McWilliam's,23.99,Chardonnay,White,Tumbarumba,New South Wales,2015.0,750.0,,7.7,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4985,Ferngrove,25.99,Chardonnay,White,Frankland River,Western Australia,2015.0,750.0,,8.3,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4986,Catching Thieves,12.99,Chardonnay,,,Western Australia,2015.0,750.0,,7.7,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4987,Woodlands,88.99,Chardonnay,White,Margaret River,Western Australia,2015.0,750.0,,7.7,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4988,Giaconda,49.99,Chardonnay,White,Beechworth,Victoria,2010.0,750.0,,8.0,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4991,Leo Buring,21.99,Riesling,White,Clare Valley,South Australia,2012.0,750.0,12.0,7.1,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4992,Soumah,37.99,Chardonnay,White,Yarra Valley,Victoria,2017.0,750.0,12.8,7.6,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4993,Taltarni,15.88,Sauvignon Blanc,,,,2015.0,750.0,,8.0,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4995,Patrick of Coonawarra,14.99,Sauvignon Blanc,White,,South Australia,2018.0,750.0,11.5,6.8,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4996,Evans & Tate,10.95,Chardonnay,White,Margaret River,Western Australia,2017.0,750.0,13.5,8.0,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4997,Longview,10.88,Sauvignon Blanc,,Adelaide Hills,South Australia,2013.0,750.0,,7.1,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4998,Jim Barry,18.99,Sauvignon Blanc,,Clare Valley,South Australia,2015.0,750.0,,6.8,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
5001,Grant Burge,14.9,Riesling,,Eden Valley,South Australia,2017.0,750.0,12.5,7.4,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
5002,Brown Brothers,11.99,Sauvignon Blanc,White,,Victoria,2016.0,750.0,11.0,6.5,Not specified,Not specified,Not specified,Sweet,Screw Cap,Not specified
5003,Tyrrell's,79.99,Chardonnay,,Hunter Valley,New South Wales,2000.0,750.0,13.6,,Not specified,Not specified,Not specified,Dry,Cork,Excellent
5004,Grosset,69.99,Riesling,White,Clare Valley,South Australia,2007.0,750.0,13.0,7.7,Not specified,Not specified,Not specified,Dry,Screw Cap,Exceptional
5006,Tolley,3.88,Riesling,,Eden Valley,South Australia,2012.0,750.0,,6.2,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
5007,Penfolds,129.0,Chardonnay,,Adelaide Hills,South Australia,2013.0,750.0,12.5,7.4,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
5008,Penfolds,110.0,Chardonnay,White,Adelaide Hills,South Australia,2014.0,750.0,,7.4,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
5010,Penfolds,110.0,Chardonnay,White,Adelaide Hills,South Australia,2008.0,750.0,12.5,7.4,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
5011,Gentleman's Agreement,5.88,Riesling,White,Clare Valley,South Australia,2015.0,750.0,,7.1,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
5013,Penfolds,123.99,Chardonnay,White,,South Australia,1998.0,750.0,13.5,,Not specified,Not specified,Not specified,Dry,Cork,Outstanding
5016,Grosset,84.99,Riesling,,Clare Valley,South Australia,2010.0,750.0,13.0,7.7,Not specified,Not specified,Not specified,Dry,Screw Cap,Exceptional
5020,Seppelt,31.99,Chardonnay,White,,Victoria,2008.0,750.0,12.5,7.4,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
5021,McGuigan,3.88,Riesling,White,,,2015.0,750.0,,7.4,Not specified,Not specified,Not specified,Sweet,Screw Cap,Not specified
5022,Tyrrell's,59.99,Chardonnay,,Hunter Valley,New South Wales,2001.0,750.0,13.5,,Not specified,Not specified,Not specified,Dry,Cork,Not specified
5026,Leo Buring,21.99,Riesling,White,Clare Valley,South Australia,2007.0,750.0,12.5,7.4,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
5027,Petaluma,36.99,Riesling,White,Clare Valley,South Australia,2005.0,750.0,13.0,7.7,Not specified,Not specified,Not specified,Dry,Cork,Excellent
5028,Mitchell,22.9,Riesling,White,Clare Valley,South Australia,2005.0,750.0,13.5,,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
5030,Giaconda,189.99,Chardonnay,,Beechworth,Victoria,2006.0,750.0,14.0,8.3,Not specified,Not specified,Not specified,Dry,Cork,Exceptional
5031,Petaluma,32.99,Riesling,White,Clare Valley,South Australia,2004.0,750.0,13.0,7.7,Not specified,Not specified,Not specified,Dry,Cork,Excellent
5032,Grosset,69.99,Riesling,,Clare Valley,South Australia,2004.0,750.0,10.0,5.9,Not specified,Not specified,Not specified,Dry,Screw Cap,Exceptional
5033,Grosset,59.99,Riesling,White,Clare Valley,South Australia,2004.0,750.0,13.0,7.7,Not specified,Not specified,Not specified,Dry,Screw Cap,Outstanding
5036,Kirrihill,12.88,Riesling,White,Clare Valley,South Australia,2010.0,750.0,,7.7,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
5037,Woodvale,24.99,Pinot Gris,,Clare Valley,South Australia,2016.0,750.0,13.0,7.7,Not specified,Not specified,Not specified,Not specified,Screw Cap,Not specified
5039,Springton Hills Wine,20.0,Sauvignon Blanc,,Eden Valley,FRE,2016.0,750.0,11.7,6.9,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
5040,Springton Hills Wine,20.0,Chardonnay,White,Eden Valley,FRE,2016.0,750.0,12.8,7.7,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
5042,Elysian Springs,24.99,Sauvignon Blanc,White,Adelaide Hills,South Australia,2017.0,750.0,13.0,7.4,Not specified,Not specified,Medium Bodied,Semi Dry,Screw Cap,Not specified
5043,Levantine Hill,38.0,Sauvignon Blanc,,Yarra Valley,,2017.0,750.0,13.5,,Not specified,Not specified,Not specified,Not specified,Screw Cap,Not specified
5044,Tomich Hill,28.0,Chardonnay,White,Adelaide Hills,South Australia,2016.0,750.0,13.0,7.7,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
5045,Ferngrove,20.0,Sauvignon Blanc,White,,,2017.0,750.0,14.0,8.3,Not specified,Not specified,Not specified,Not specified,Screw Cap,Not specified
5048,Viviana Ferrari Collection,16.0,Chardonnay,,McLaren Vale/Goulburn Valley,,2016.0,750.0,13.5,8.0,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
5050,Artiste,24.0,Riesling,,Eden Valley,,2016.0,750.0,12.5,7.4,Not specified,Not specified,Not specified,Not specified,Screw Cap,Not specified
5051,Bidgeebong,16.9,Chardonnay,White,Tumbarumba,New South Wales,2006.0,750.0,,8.0,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
5052,Lobethal Road,24.95,Pinot Gris,,Adelaide Hills,South Australia,2018.0,750.0,13.0,7.7,Not specified,Not specified,Light Bodied,Dry,Screw Cap,Not specified
5053,Lobethal Road,21.95,Sauvignon Blanc,White,Adelaide Hills,South Australia,2018.0,750.0,11.9,7.1,Not specified,Not specified,Light Bodied,Dry,Screw Cap,Not specified
5059,Wilson,21.99,Riesling,,Clare Valley,South Australia,2009.0,750.0,,7.4,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
5061,Red Claw,18.9,Pinot Gris,,Mornington Peninsula,Victoria,2011.0,750.0,,7.1,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
5063,Starvedog Lane,21.99,Sauvignon Blanc,White,Adelaide Hills,South Australia,2007.0,750.0,,7.4,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
5067,St Huberts,15.9,Chardonnay,White,Yarra Valley,Victoria,2011.0,750.0,,7.4,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
5068,Howard Park,39.99,Riesling,,Great Southern,Western Australia,1999.0,750.0,11.5,6.8,Not specified,Not specified,Not specified,Dry,Cork,Not specified
5069,Clyde Park,18.9,Pinot Gris,White,Geelong,Victoria,2011.0,750.0,,7.7,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
5070,Giaconda,350.0,Chardonnay,,Beechworth,Victoria,2001.0,1000.0,,16.0,Not specified,Not specified,Not specified,Dry,Cork,Exceptional
5071,Giaconda,54.99,Chardonnay,,,Victoria,2006.0,750.0,,8.2,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
5072,Penfolds,89.9,Chardonnay,White,Adelaide Hills,South Australia,2005.0,750.0,13.5,,Not specified,Not specified,Not specified,Dry,Cork,Outstanding
5073,Seppelt,24.99,Riesling,White,Henty,Victoria,2004.0,750.0,12.0,7.1,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
5074,Howard Park,54.99,Chardonnay,White,Great Southern,Western Australia,2001.0,750.0,13.5,,Not specified,Not specified,Not specified,Dry,Cork,Not specified
5076,Jim Barry,15.99,Riesling,White,Clare Valley,South Australia,2005.0,750.0,12.0,7.1,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
5077,Mitchell,21.9,Riesling,White,Clare Valley,South Australia,2004.0,750.0,12.0,7.1,Not specified,Not specified,Not specified,Dry,Not specified,Not specified
5078,Skillogalee,25.9,Riesling,White,Clare Valley,South Australia,2006.0,750.0,12.5,7.4,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
5080,Grant Burge,13.99,Chardonnay,White,Barossa Valley,South Australia,2010.0,750.0,,7.4,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
5083,Giaconda,179.99,Chardonnay,White,Beechworth,Victoria,1999.0,750.0,13.5,,Not specified,Not specified,Not specified,Dry,Cork,Exceptional
5087,Rockcliffe,20.99,Sauvignon Blanc,White,,Western Australia,2017.0,750.0,13.0,7.7,Not specified,Not specified,Not specified,Not specified,Screw Cap,Not specified
5089,Botobolar,15.9,Chardonnay,White,Mudgee,New South Wales,2009.0,750.0,,6.8,True,Not specified,Not specified,Dry,Screw Cap,Not specified
5090,Savaterre,84.99,Chardonnay,White,Beechworth,Victoria,2002.0,750.0,13.5,,Not specified,Not specified,Not specified,Dry,Cork,Excellent
5091,Mount Mary,89.99,Chardonnay,White,Yarra Valley,Victoria,1996.0,750.0,13.5,,Not specified,Not specified,Not specified,Dry,Cork,Excellent
5095,Jones Road,23.99,Chardonnay,White,Mornington Peninsula,Victoria,2007.0,750.0,,8.0,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
5098,Penfolds,99.99,Chardonnay,,,South Australia,2001.0,750.0,12.5,7.4,Not specified,Not specified,Not specified,Dry,Cork,Not specified
5099,Bream Creek,24.99,Riesling,,,Tasmania,2014.0,750.0,13.0,7.7,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
5103,Petaluma,51.99,Chardonnay,White,Adelaide Hills,South Australia,2011.0,750.0,14.0,8.3,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
5106,Rochecombe,8.88,Chardonnay,White,Northern Tasmania,Tasmania,2013.0,750.0,,7.7,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
5109,Capel Vale,13.88,Chardonnay,White,,Western Australia,2013.0,750.0,,7.7,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
5110,Leeuwin Estate,159.99,Chardonnay,White,Margaret River,Western Australia,1994.0,750.0,13.5,,Not specified,Not specified,Not specified,Dry,Cork,Exceptional
5111,Leeuwin Estate,129.99,Chardonnay,White,Margaret River,Western Australia,2006.0,750.0,14.5,8.6,Not specified,Not specified,Not specified,Dry,Not specified,Exceptional
5112,Redgate,17.99,Sauvignon Blanc,White,Margaret River,Western Australia,2012.0,750.0,,7.9,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
5113,Leeuwin Estate,159.99,Chardonnay,White,Margaret River,Western Australia,1994.0,750.0,13.5,,Not specified,Not specified,Not specified,Dry,Cork,Exceptional
5114,Butler Crest,19.99,Sauvignon Blanc,White,Margaret River,Western Australia,2010.0,750.0,,7.7,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
5115,Coward & Black,14.9,Sauvignon Blanc,White,Margaret River,Western Australia,2011.0,750.0,,7.3,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
5117,Butler Crest,19.99,Sauvignon Blanc,White,Margaret River,Western Australia,2010.0,750.0,,7.7,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
5121,Peccavi,58.0,Chardonnay,White,Margaret River,,2012.0,750.0,13.5,,Not specified,Not specified,Not specified,Not specified,Screw Cap,Not specified
5122,Edwards,14.9,Sauvignon Blanc,White,Margaret River,Western Australia,2008.0,750.0,,7.8,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
